,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
5242,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.25, ""Au"": 0.2}",-14.04,13.03,4.835,9.95,1403.291,1.302,True,FCC
5243,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.3, ""Au"": 0.15}",-13.82,12.841,5.037,9.95,1404.292,1.305,True,FCC
5244,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.35, ""Au"": 0.1}",-13.42,12.441,5.166,9.95,1405.293,1.303,True,FCC
5245,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.35}",-13.18,11.977,3.031,9.95,1394.108,1.267,True,FCC
5246,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.3}",-13.51,12.595,3.695,9.95,1395.109,1.301,True,FCC
5247,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.15, ""Au"": 0.25}",-13.66,12.925,4.187,9.95,1396.11,1.321,True,FCC
5248,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.2, ""Au"": 0.2}",-13.63,13.03,4.562,9.95,1397.111,1.336,True,FCC
5249,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.25, ""Au"": 0.15}",-13.42,12.925,4.844,9.95,1398.112,1.347,True,FCC
5250,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.3, ""Au"": 0.1}",-13.03,12.595,5.047,9.95,1399.113,1.352,True,FCC
5251,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.35, ""Au"": 0.05}",-12.46,11.977,5.177,9.95,1400.114,1.346,True,FCC
5252,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.3}",-13.12,12.047,3.037,9.95,1388.929,1.275,True,FCC
5253,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.25}",-13.28,12.595,3.701,9.95,1389.93,1.318,True,FCC
5254,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.15, ""Au"": 0.2}",-13.26,12.841,4.195,9.95,1390.931,1.347,True,FCC
5255,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.2, ""Au"": 0.15}",-13.06,12.841,4.57,9.95,1391.932,1.369,True,FCC
5256,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.25, ""Au"": 0.1}",-12.68,12.595,4.853,9.95,1392.933,1.384,True,FCC
5257,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.3, ""Au"": 0.05}",-12.12,12.047,5.057,9.95,1393.934,1.386,True,FCC
5258,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.25}",-12.94,11.977,3.044,9.95,1383.75,1.281,True,FCC
5259,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.1, ""Au"": 0.2}",-12.93,12.441,3.708,9.95,1384.751,1.332,True,FCC
5260,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.15, ""Au"": 0.15}",-12.74,12.582,4.202,9.95,1385.752,1.369,True,FCC
5261,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.2, ""Au"": 0.1}",-12.37,12.441,4.578,9.95,1386.753,1.395,True,FCC
5262,"{""Pd"": 0.25, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.25, ""Au"": 0.05}",-11.82,11.977,4.862,9.95,1387.754,1.406,True,FCC
5281,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.2, ""Au"": 0.2}",-16.42,13.276,4.53,9.55,1382.074,1.117,True,FCC
5282,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.25, ""Au"": 0.15}",-16.08,13.171,4.808,9.55,1383.074,1.133,True,FCC
5283,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.3, ""Au"": 0.1}",-15.56,12.841,5.006,9.55,1384.075,1.142,True,FCC
5284,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.2, ""Cu"": 0.35, ""Au"": 0.05}",-14.86,12.224,5.131,9.55,1385.076,1.139,True,FCC
5287,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.15, ""Au"": 0.2}",-16.06,13.171,4.166,9.55,1375.894,1.128,True,FCC
5288,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.2, ""Au"": 0.15}",-15.73,13.171,4.538,9.55,1376.894,1.153,True,FCC
5289,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.25, ""Au"": 0.1}",-15.22,12.925,4.817,9.55,1377.895,1.17,True,FCC
5290,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.25, ""Cu"": 0.3, ""Au"": 0.05}",-14.53,12.377,5.016,9.55,1378.896,1.175,True,FCC
5292,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-15.74,12.841,3.683,9.55,1369.714,1.117,True,FCC
5293,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.15, ""Au"": 0.15}",-15.42,12.982,4.174,9.55,1370.714,1.154,True,FCC
5294,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.2, ""Au"": 0.1}",-14.92,12.841,4.546,9.55,1371.716,1.181,True,FCC
5295,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.3, ""Cu"": 0.25, ""Au"": 0.05}",-14.24,12.377,4.826,9.55,1372.716,1.193,True,FCC
5297,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.1, ""Au"": 0.15}",-15.15,12.582,3.69,9.55,1364.534,1.133,True,FCC
5298,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.15, ""Au"": 0.1}",-14.66,12.582,4.181,9.55,1365.535,1.172,True,FCC
5299,"{""Pd"": 0.25, ""Al"": 0.15, ""Ag"": 0.35, ""Cu"": 0.2, ""Au"": 0.05}",-13.99,12.224,4.555,9.55,1366.536,1.194,True,FCC
5418,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.35}",-12.48,11.43,4.75,10.3,1463.416,1.34,True,FCC
5419,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.3}",-13.12,11.499,4.926,10.3,1464.416,1.283,True,FCC
5420,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.25}",-13.58,11.43,5.028,10.3,1465.418,1.233,True,FCC
5421,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.35}",-11.82,11.894,4.503,10.3,1457.236,1.466,True,FCC
5422,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.3}",-12.47,12.047,4.76,10.3,1458.236,1.409,True,FCC
5423,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.25}",-12.94,12.047,4.937,10.3,1459.238,1.359,True,FCC
5424,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.35, ""Au"": 0.2}",-13.23,11.894,5.04,10.3,1460.238,1.313,True,FCC
5425,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.35}",-11.2,12.035,4.164,10.3,1451.056,1.559,True,FCC
5426,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.3}",-11.86,12.293,4.512,10.3,1452.056,1.505,True,FCC
5427,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.25, ""Au"": 0.25}",-12.34,12.377,4.77,10.3,1453.058,1.457,True,FCC
5428,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.3, ""Au"": 0.2}",-12.64,12.293,4.948,10.3,1454.058,1.414,True,FCC
5429,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.35, ""Au"": 0.15}",-12.76,12.035,5.053,10.3,1455.059,1.372,True,FCC
5430,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.35}",-10.62,11.894,3.709,10.3,1444.876,1.618,True,FCC
5431,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.3}",-11.29,12.293,4.172,10.3,1445.876,1.574,True,FCC
5432,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.2, ""Au"": 0.25}",-11.78,12.482,4.521,10.3,1446.878,1.533,True,FCC
5433,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.25, ""Au"": 0.2}",-12.09,12.482,4.779,10.3,1447.879,1.495,True,FCC
5434,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.3, ""Au"": 0.15}",-12.22,12.293,4.959,10.3,1448.88,1.458,True,FCC
5435,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.35, ""Au"": 0.1}",-12.17,11.894,5.065,10.3,1449.88,1.417,True,FCC
5436,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.35}",-10.08,11.43,3.092,10.3,1438.696,1.631,True,FCC
5437,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.3}",-10.76,12.047,3.716,10.3,1439.696,1.612,True,FCC
5438,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.15, ""Au"": 0.25}",-11.26,12.377,4.18,10.3,1440.698,1.584,True,FCC
5439,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.2, ""Au"": 0.2}",-11.58,12.482,4.53,10.3,1441.698,1.554,True,FCC
5440,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.25, ""Au"": 0.15}",-11.72,12.377,4.789,10.3,1442.7,1.524,True,FCC
5441,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.3, ""Au"": 0.1}",-11.68,12.047,4.969,10.3,1443.701,1.489,True,FCC
5442,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.35, ""Au"": 0.05}",-11.46,11.43,5.077,10.3,1444.702,1.441,True,FCC
5443,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.3}",-10.27,11.499,3.099,10.3,1433.516,1.605,True,FCC
5444,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.25}",-10.78,12.047,3.724,10.3,1434.518,1.603,True,FCC
5445,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.15, ""Au"": 0.2}",-11.11,12.293,4.188,10.3,1435.519,1.588,True,FCC
5446,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.2, ""Au"": 0.15}",-11.26,12.293,4.539,10.3,1436.52,1.568,True,FCC
5447,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.25, ""Au"": 0.1}",-11.23,12.047,4.799,10.3,1437.521,1.542,True,FCC
5448,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.3, ""Au"": 0.05}",-11.02,11.499,4.98,10.3,1438.521,1.501,True,FCC
5449,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.25}",-10.34,11.43,3.106,10.3,1428.338,1.579,True,FCC
5450,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.1, ""Au"": 0.2}",-10.68,11.894,3.731,10.3,1429.338,1.592,True,FCC
5451,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.15, ""Au"": 0.15}",-10.84,12.035,4.196,10.3,1430.339,1.588,True,FCC
5452,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.2, ""Au"": 0.1}",-10.82,11.894,4.548,10.3,1431.341,1.573,True,FCC
5453,"{""Pd"": 0.3, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.25, ""Au"": 0.05}",-10.62,11.43,4.808,10.3,1432.342,1.542,True,FCC
5454,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.35}",-15.4,11.894,4.468,9.9,1442.198,1.114,True,FCC
5458,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.35}",-14.79,12.252,4.132,9.9,1436.018,1.19,True,FCC
5459,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.3}",-15.32,12.511,4.477,9.9,1437.019,1.174,True,FCC
5460,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.25}",-15.67,12.595,4.73,9.9,1438.02,1.156,True,FCC
5461,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.2}",-15.84,12.511,4.904,9.9,1439.021,1.137,True,FCC
5462,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.35, ""Au"": 0.15}",-15.83,12.252,5.003,9.9,1440.022,1.115,True,FCC
5463,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-14.22,12.252,3.681,9.9,1429.838,1.232,True,FCC
5464,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-14.76,12.652,4.141,9.9,1430.839,1.226,True,FCC
5465,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-15.12,12.841,4.486,9.9,1431.84,1.216,True,FCC
5466,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.25, ""Au"": 0.2}",-15.3,12.841,4.74,9.9,1432.841,1.203,True,FCC
5467,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.3, ""Au"": 0.15}",-15.3,12.652,4.915,9.9,1433.842,1.186,True,FCC
5468,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.15, ""Cu"": 0.35, ""Au"": 0.1}",-15.12,12.252,5.016,9.9,1434.843,1.163,True,FCC
5469,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-13.69,11.894,3.068,9.9,1423.658,1.237,True,FCC
5470,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-14.24,12.511,3.689,9.9,1424.659,1.252,True,FCC
5471,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-14.61,12.841,4.149,9.9,1425.66,1.253,True,FCC
5472,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.2, ""Au"": 0.2}",-14.8,12.946,4.495,9.9,1426.661,1.248,True,FCC
5473,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.25, ""Au"": 0.15}",-14.81,12.841,4.75,9.9,1427.662,1.238,True,FCC
5474,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.3, ""Au"": 0.1}",-14.64,12.511,4.926,9.9,1428.663,1.221,True,FCC
5475,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.2, ""Cu"": 0.35, ""Au"": 0.05}",-14.29,11.894,5.028,9.9,1429.664,1.19,True,FCC
5476,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-13.76,12.047,3.075,9.9,1418.479,1.242,True,FCC
5477,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-14.14,12.595,3.696,9.9,1419.48,1.264,True,FCC
5478,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.15, ""Au"": 0.2}",-14.34,12.841,4.157,9.9,1420.481,1.272,True,FCC
5479,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.2, ""Au"": 0.15}",-14.36,12.841,4.504,9.9,1421.482,1.271,True,FCC
5480,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.25, ""Au"": 0.1}",-14.2,12.595,4.76,9.9,1422.483,1.262,True,FCC
5481,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.25, ""Cu"": 0.3, ""Au"": 0.05}",-13.86,12.047,4.937,9.9,1423.484,1.237,True,FCC
5482,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-13.71,12.047,3.082,9.9,1413.3,1.242,True,FCC
5483,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-13.92,12.511,3.704,9.9,1414.301,1.271,True,FCC
5484,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.15, ""Au"": 0.15}",-13.95,12.652,4.165,9.9,1415.302,1.284,True,FCC
5485,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.2, ""Au"": 0.1}",-13.8,12.511,4.513,9.9,1416.303,1.284,True,FCC
5486,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.3, ""Cu"": 0.25, ""Au"": 0.05}",-13.47,12.047,4.77,9.9,1417.304,1.268,True,FCC
5487,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-13.54,11.894,3.089,9.9,1408.121,1.237,True,FCC
5488,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.1, ""Au"": 0.15}",-13.58,12.252,3.711,9.9,1409.122,1.271,True,FCC
5489,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.15, ""Au"": 0.1}",-13.44,12.252,4.173,9.9,1410.123,1.285,True,FCC
5490,"{""Pd"": 0.3, ""Al"": 0.1, ""Ag"": 0.35, ""Cu"": 0.2, ""Au"": 0.05}",-13.12,11.894,4.522,9.9,1411.124,1.279,True,FCC
5624,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.2, ""Au"": 0.35}",-12.11,11.277,4.422,10.25,1486.786,1.385,True,FCC
5625,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.25, ""Au"": 0.3}",-12.98,11.43,4.65,10.25,1487.786,1.31,True,FCC
5626,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.3, ""Au"": 0.25}",-13.67,11.43,4.799,10.25,1488.788,1.245,True,FCC
5627,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.05, ""Cu"": 0.35, ""Au"": 0.2}",-14.18,11.277,4.873,10.25,1489.788,1.185,True,FCC
5628,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.35}",-11.4,11.635,4.111,10.25,1480.606,1.511,True,FCC
5629,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.2, ""Au"": 0.3}",-12.28,11.894,4.431,10.25,1481.606,1.435,True,FCC
5630,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.25, ""Au"": 0.25}",-12.98,11.977,4.661,10.25,1482.608,1.368,True,FCC
5631,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.3, ""Au"": 0.2}",-13.5,11.894,4.811,10.25,1483.608,1.307,True,FCC
5632,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.1, ""Cu"": 0.35, ""Au"": 0.15}",-13.84,11.635,4.886,10.25,1484.609,1.248,True,FCC
5633,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-10.73,11.635,3.689,10.25,1474.426,1.599,True,FCC
5634,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-11.62,12.035,4.12,10.25,1475.426,1.528,True,FCC
5635,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-12.33,12.224,4.441,10.25,1476.428,1.464,True,FCC
5636,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.25, ""Au"": 0.2}",-12.86,12.224,4.672,10.25,1477.428,1.404,True,FCC
5637,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.3, ""Au"": 0.15}",-13.21,12.035,4.823,10.25,1478.43,1.347,True,FCC
5638,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.15, ""Cu"": 0.35, ""Au"": 0.1}",-13.38,11.635,4.899,10.25,1479.431,1.286,True,FCC
5639,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-10.1,11.277,3.113,10.25,1468.246,1.639,True,FCC
5640,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-11.0,11.894,3.697,10.25,1469.246,1.589,True,FCC
5641,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-11.72,12.224,4.129,10.25,1470.248,1.533,True,FCC
5642,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.2, ""Au"": 0.2}",-12.26,12.329,4.451,10.25,1471.249,1.48,True,FCC
5643,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.25, ""Au"": 0.15}",-12.62,12.224,4.682,10.25,1472.25,1.426,True,FCC
5644,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.3, ""Au"": 0.1}",-12.8,11.894,4.835,10.25,1473.251,1.369,True,FCC
5645,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.2, ""Cu"": 0.35, ""Au"": 0.05}",-12.8,11.277,4.912,10.25,1474.251,1.299,True,FCC
5646,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-10.42,11.43,3.12,10.25,1463.066,1.605,True,FCC
5647,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-11.15,11.977,3.705,10.25,1464.068,1.573,True,FCC
5648,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.15, ""Au"": 0.2}",-11.7,12.224,4.138,10.25,1465.068,1.531,True,FCC
5649,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.2, ""Au"": 0.15}",-12.07,12.224,4.46,10.25,1466.07,1.485,True,FCC
5650,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.25, ""Au"": 0.1}",-12.26,11.977,4.693,10.25,1467.071,1.433,True,FCC
5651,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.25, ""Cu"": 0.3, ""Au"": 0.05}",-12.27,11.43,4.846,10.25,1468.072,1.368,True,FCC
5652,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-10.62,11.43,3.128,10.25,1457.887,1.569,True,FCC
5653,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-11.18,11.894,3.713,10.25,1458.888,1.552,True,FCC
5654,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.15, ""Au"": 0.15}",-11.56,12.035,4.146,10.25,1459.89,1.52,True,FCC
5655,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.2, ""Au"": 0.1}",-11.76,11.894,4.47,10.25,1460.891,1.478,True,FCC
5656,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.3, ""Cu"": 0.25, ""Au"": 0.05}",-11.78,11.43,4.703,10.25,1461.891,1.418,True,FCC
5657,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-10.7,11.277,3.135,10.25,1452.709,1.531,True,FCC
5658,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.1, ""Au"": 0.15}",-11.09,11.635,3.721,10.25,1453.71,1.525,True,FCC
5659,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.15, ""Au"": 0.1}",-11.3,11.635,4.155,10.25,1454.71,1.498,True,FCC
5660,"{""Pd"": 0.35, ""Al"": 0.05, ""Ag"": 0.35, ""Cu"": 0.2, ""Au"": 0.05}",-11.33,11.277,4.479,10.25,1455.712,1.449,True,FCC
5661,"{""Pd"": 0.35, ""Al"": 0.1, ""Ag"": 0.05, ""Cu"": 0.15, ""Au"": 0.35}",-15.34,11.635,4.076,9.85,1465.568,1.112,True,FCC
5666,"{""Pd"": 0.35, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.1, ""Au"": 0.35}",-14.68,11.853,3.657,9.85,1459.388,1.178,True,FCC
5667,"{""Pd"": 0.35, ""Al"": 0.1, ""Ag"": 0.1, ""Cu"": 0.15, ""Au"": 0.3}",-15.44,12.252,4.085,9.85,1460.389,1.159,True,FCC
