,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
2654,"{""Pd"": 0.3, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.1}",-32.08,12.511,3.31,8.1,1505.993,0.587,False,
2655,"{""Pd"": 0.3, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.05}",-32.21,12.293,3.665,8.1,1506.994,0.575,False,
2656,"{""Pd"": 0.3, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.1}",-35.49,11.894,2.768,7.7,1484.776,0.498,False,
2657,"{""Pd"": 0.3, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.05}",-35.5,11.894,3.275,7.7,1485.776,0.498,False,
2670,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.1, ""Cu"": 0.3, ""Au"": 0.05}",-18.86,12.047,4.112,9.65,1626.234,1.039,False,
2671,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.25}",-18.5,12.377,2.83,9.25,1601.012,1.071,False,
2672,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.2}",-19.78,12.841,3.319,9.25,1602.014,1.04,False,
2673,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.15}",-20.88,12.982,3.66,9.25,1603.014,0.997,False,
2674,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.1}",-21.8,12.841,3.888,9.25,1604.015,0.945,False,
2675,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.05}",-22.54,12.377,4.019,9.25,1605.016,0.881,False,
2676,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.2}",-23.8,12.482,2.796,8.85,1580.796,0.829,False,
2677,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.15}",-24.78,12.841,3.284,8.85,1581.797,0.82,False,
2678,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.1}",-25.58,12.841,3.621,8.85,1582.798,0.795,False,
2679,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.05}",-26.2,12.482,3.846,8.85,1583.799,0.755,False,
2680,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.15}",-28.66,12.377,2.76,8.45,1560.58,0.674,False,
2681,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.1}",-29.34,12.595,3.247,8.45,1561.58,0.67,False,
2682,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.05}",-29.84,12.377,3.582,8.45,1562.581,0.648,False,
2683,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.1}",-33.08,12.047,2.724,8.05,1540.363,0.561,False,
2684,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.05}",-33.46,12.047,3.21,8.05,1541.364,0.555,False,
2685,"{""Pd"": 0.3, ""Pt"": 0.25, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.05}",-37.06,11.43,2.687,7.65,1520.146,0.469,False,
2696,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.1, ""Cu"": 0.25, ""Au"": 0.05}",-18.63,12.047,3.888,9.6,1660.604,1.074,False,
2697,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.2}",-19.11,12.293,2.747,9.2,1636.384,1.053,False,
2698,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.15}",-20.46,12.652,3.214,9.2,1637.384,1.013,False,
2699,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.1}",-21.63,12.652,3.531,9.2,1638.386,0.958,False,
2700,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.05}",-22.62,12.293,3.734,9.2,1639.386,0.891,False,
2701,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.15}",-24.67,12.293,2.709,8.8,1616.167,0.805,False,
2702,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.1}",-25.72,12.511,3.175,8.8,1617.168,0.787,False,
2703,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.05}",-26.59,12.293,3.489,8.8,1618.169,0.748,False,
2704,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.1}",-29.79,12.047,2.67,8.4,1595.951,0.645,False,
2705,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.05}",-30.54,12.047,3.134,8.4,1596.952,0.63,False,
2706,"{""Pd"": 0.3, ""Pt"": 0.3, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.05}",-34.47,11.499,2.63,8.0,1575.734,0.526,False,
2716,"{""Pd"": 0.3, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.15}",-19.8,12.035,2.647,9.15,1671.754,1.016,False,
2717,"{""Pd"": 0.3, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.1}",-21.22,12.252,3.091,9.15,1672.756,0.966,False,
2718,"{""Pd"": 0.3, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.05}",-22.46,12.035,3.385,9.15,1673.756,0.897,False,
2719,"{""Pd"": 0.3, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.1}",-25.62,11.894,2.604,8.75,1651.538,0.767,False,
2720,"{""Pd"": 0.3, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.05}",-26.74,11.894,3.048,8.75,1652.539,0.735,False,
2721,"{""Pd"": 0.3, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.05}",-31.0,11.43,2.56,8.35,1631.322,0.601,False,
2728,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.1, ""Cu"": 0.25, ""Au"": 0.25}",-17.03,11.977,4.49,9.8,1508.12,1.061,False,
2729,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.1, ""Cu"": 0.3, ""Au"": 0.2}",-17.66,11.894,4.611,9.8,1509.121,1.016,False,
2730,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.1, ""Cu"": 0.35, ""Au"": 0.15}",-18.11,11.635,4.653,9.8,1510.122,0.97,False,
2731,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-18.7,11.635,3.564,9.4,1484.901,0.924,False,
2732,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-19.57,12.035,3.965,9.4,1485.902,0.914,False,
2733,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-20.26,12.224,4.256,9.4,1486.902,0.897,False,
2734,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.2}",-20.77,12.224,4.454,9.4,1487.904,0.876,False,
2735,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.15}",-21.1,12.035,4.57,9.4,1488.904,0.849,False,
2736,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.1}",-21.25,11.635,4.608,9.4,1489.906,0.816,False,
2737,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-22.15,11.277,2.987,9.0,1463.683,0.745,False,
2738,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-22.9,11.894,3.537,9.0,1464.684,0.761,False,
2739,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-23.47,12.224,3.935,9.0,1465.685,0.763,False,
2740,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.2}",-23.86,12.329,4.223,9.0,1466.686,0.758,False,
2741,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.15}",-24.07,12.224,4.418,9.0,1467.687,0.745,False,
2742,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.1}",-24.1,11.894,4.53,9.0,1468.688,0.725,False,
2743,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.05}",-23.95,11.277,4.562,9.0,1469.689,0.692,False,
2744,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-26.21,11.43,2.961,8.6,1443.466,0.629,False,
2745,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-26.66,11.977,3.509,8.6,1444.468,0.649,False,
2746,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.2}",-26.93,12.224,3.905,8.6,1445.468,0.656,False,
2747,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.15}",-27.02,12.224,4.189,8.6,1446.47,0.654,False,
2748,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.1}",-26.93,11.977,4.38,8.6,1447.471,0.644,False,
2749,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.05}",-26.66,11.43,4.488,8.6,1448.471,0.621,False,
2750,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-29.83,11.43,2.934,8.2,1423.25,0.545,False,
2751,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-29.98,11.894,3.481,8.2,1424.251,0.565,False,
2752,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.15}",-29.95,12.035,3.874,8.2,1425.252,0.573,False,
2753,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.1}",-29.74,11.894,4.155,8.2,1426.253,0.57,False,
2754,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.05}",-29.35,11.43,4.342,8.2,1427.254,0.556,False,
2755,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-33.01,11.277,2.907,7.8,1403.034,0.479,False,
2756,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.15}",-32.86,11.635,3.452,7.8,1404.034,0.497,False,
2757,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.1}",-32.53,11.635,3.843,7.8,1405.036,0.503,False,
2758,"{""Pd"": 0.35, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.05}",-32.02,11.277,4.12,7.8,1406.036,0.495,False,
2768,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.1, ""Cu"": 0.3, ""Au"": 0.15}",-18.06,12.252,4.456,9.75,1544.492,1.048,False,
2769,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.1, ""Cu"": 0.35, ""Au"": 0.1}",-18.58,11.853,4.47,9.75,1545.493,0.986,False,
2770,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.35}",-17.96,11.635,2.972,9.35,1519.27,0.984,False,
2771,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.3}",-19.08,12.252,3.499,9.35,1520.271,0.976,False,
2772,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.25}",-20.02,12.582,3.878,9.35,1521.272,0.956,False,
2773,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.2}",-20.78,12.687,4.146,9.35,1522.274,0.929,False,
2774,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.15}",-21.36,12.582,4.321,9.35,1523.274,0.897,False,
2775,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.1}",-21.76,12.252,4.412,9.35,1524.276,0.858,False,
2776,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.05}",-21.98,11.635,4.421,9.35,1525.276,0.807,False,
2777,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.3}",-22.72,11.894,2.944,8.95,1499.054,0.785,False,
2778,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.25}",-23.54,12.441,3.469,8.95,1500.055,0.793,False,
2779,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.2}",-24.18,12.687,3.845,8.95,1501.056,0.788,False,
2780,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.15}",-24.64,12.687,4.11,8.95,1502.057,0.773,False,
2781,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.1}",-24.92,12.441,4.282,8.95,1503.058,0.75,False,
2782,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.05}",-25.02,11.894,4.368,8.95,1504.059,0.715,False,
2783,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.25}",-27.04,11.977,2.915,8.55,1478.838,0.655,False,
2784,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.2}",-27.56,12.441,3.439,8.55,1479.838,0.668,False,
2785,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.15}",-27.9,12.582,3.812,8.55,1480.839,0.668,False,
2786,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.1}",-28.06,12.441,4.074,8.55,1481.841,0.657,False,
2787,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.05}",-28.04,11.977,4.241,8.55,1482.842,0.633,False,
2788,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.2}",-30.92,11.894,2.886,8.15,1458.621,0.561,False,
2789,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.15}",-31.14,12.252,3.408,8.15,1459.622,0.574,False,
2790,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.1}",-31.18,12.252,3.778,8.15,1460.623,0.574,False,
2791,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.05}",-31.04,11.894,4.036,8.15,1461.624,0.56,False,
2792,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.15}",-34.36,11.635,2.855,7.75,1438.404,0.487,False,
2793,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.1}",-34.28,11.853,3.376,7.75,1439.406,0.498,False,
2794,"{""Pd"": 0.35, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.05}",-34.02,11.635,3.744,7.75,1440.406,0.493,False,
2806,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.1, ""Cu"": 0.3, ""Au"": 0.1}",-18.54,12.252,4.285,9.7,1579.863,1.044,False,
2807,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.1, ""Cu"": 0.35, ""Au"": 0.05}",-19.13,11.635,4.269,9.7,1580.864,0.961,False,
2808,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.3}",-18.35,12.035,2.918,9.3,1554.641,1.02,False,
2809,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.25}",-19.54,12.582,3.421,9.3,1555.642,1.002,False,
2810,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.2}",-20.55,12.829,3.777,9.3,1556.644,0.972,False,
2811,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.15}",-21.38,12.829,4.022,9.3,1557.644,0.935,False,
2812,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.1}",-22.03,12.582,4.173,9.3,1558.645,0.89,False,
2813,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.05}",-22.5,12.035,4.237,9.3,1559.646,0.834,False,
2814,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.25}",-23.37,12.224,2.887,8.9,1534.425,0.803,False,
2815,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.2}",-24.26,12.687,3.388,8.9,1535.426,0.803,False,
2816,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.15}",-24.97,12.829,3.742,8.9,1536.427,0.789,False,
2817,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.1}",-25.5,12.687,3.983,8.9,1537.428,0.765,False,
2818,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.05}",-25.85,12.224,4.13,8.9,1538.429,0.727,False,
2819,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.2}",-27.95,12.224,2.855,8.5,1514.209,0.662,False,
2820,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.15}",-28.54,12.582,3.355,8.5,1515.21,0.668,False,
2821,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.1}",-28.95,12.582,3.705,8.5,1516.21,0.659,False,
2822,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.05}",-29.18,12.224,3.943,8.5,1517.212,0.636,False,
2823,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.15}",-32.09,12.035,2.822,8.1,1493.992,0.56,False,
2824,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.1}",-32.38,12.252,3.321,8.1,1494.993,0.566,False,
2825,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.05}",-32.49,12.035,3.668,8.1,1495.994,0.554,False,
2826,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.1}",-35.79,11.635,2.789,7.7,1473.776,0.479,False,
2827,"{""Pd"": 0.35, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.05}",-35.78,11.635,3.286,7.7,1474.776,0.48,False,
2840,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.1, ""Cu"": 0.3, ""Au"": 0.05}",-19.1,11.894,4.095,9.65,1615.234,1.006,False,
2841,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.25}",-18.82,12.224,2.85,9.25,1590.012,1.033,False,
2842,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.2}",-20.08,12.687,3.329,9.25,1591.014,1.005,False,
2843,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.15}",-21.16,12.829,3.662,9.25,1592.014,0.965,False,
2844,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.1}",-22.06,12.687,3.883,9.25,1593.015,0.916,False,
2845,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.05}",-22.78,12.224,4.008,9.25,1594.016,0.855,False,
2846,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.2}",-24.1,12.329,2.815,8.85,1569.796,0.803,False,
2847,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.15}",-25.06,12.687,3.293,8.85,1570.797,0.795,False,
2848,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.1}",-25.84,12.687,3.623,8.85,1571.798,0.772,False,
2849,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.05}",-26.44,12.329,3.841,8.85,1572.799,0.733,False,
2850,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.15}",-28.94,12.224,2.78,8.45,1549.58,0.655,False,
2851,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.1}",-29.6,12.441,3.256,8.45,1550.58,0.652,False,
2852,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.05}",-30.08,12.224,3.584,8.45,1551.581,0.631,False,
2853,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.1}",-33.34,11.894,2.743,8.05,1529.363,0.546,False,
2854,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.05}",-33.7,11.894,3.218,8.05,1530.364,0.54,False,
2855,"{""Pd"": 0.35, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.05}",-37.3,11.277,2.705,7.65,1509.146,0.456,False,
2866,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.1, ""Cu"": 0.25, ""Au"": 0.05}",-18.83,11.977,3.875,9.6,1649.604,1.049,False,
2867,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.2}",-19.37,12.224,2.765,9.2,1625.384,1.026,False,
2868,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.15}",-20.7,12.582,3.221,9.2,1626.384,0.989,False,
2869,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.1}",-21.85,12.582,3.531,9.2,1627.386,0.937,False,
2870,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.05}",-22.82,12.224,3.727,9.2,1628.386,0.872,False,
2871,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.15}",-24.91,12.224,2.726,8.8,1605.167,0.788,False,
2872,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.1}",-25.94,12.441,3.182,8.8,1606.168,0.77,False,
2873,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.05}",-26.79,12.224,3.488,8.8,1607.169,0.733,False,
2874,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.1}",-30.01,11.977,2.687,8.4,1584.951,0.633,False,
2875,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.05}",-30.74,11.977,3.141,8.4,1585.952,0.618,False,
2876,"{""Pd"": 0.35, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.05}",-34.67,11.43,2.646,8.0,1564.734,0.516,False,
2885,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.1, ""Cu"": 0.2, ""Au"": 0.05}",-18.32,11.894,3.602,9.55,1683.974,1.093,False,
2886,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.05, ""Au"": 0.15}",-20.0,12.035,2.662,9.15,1660.754,0.999,False,
2887,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.1}",-21.4,12.252,3.096,9.15,1661.756,0.951,False,
2888,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.05}",-22.62,12.035,3.382,9.15,1662.756,0.885,False,
2889,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.1}",-25.8,11.894,2.619,8.75,1640.538,0.756,False,
2890,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.05}",-26.9,11.894,3.052,8.75,1641.539,0.726,False,
2891,"{""Pd"": 0.35, ""Pt"": 0.3, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.05}",-31.16,11.43,2.574,8.35,1620.322,0.594,False,
